# STN,YYYYMMDD,H,FH,T,RH,R
260,20150404,3,40,47,1,1
260,20150404,4,30,42,3,1
260,20150404,5,40,34,6,1
260,20150404,6,40,27,7,1
260,20150404,7,30,30,2,1
260,20150404,8,20,37,-1,1
260,20150404,9,30,50,0,0
260,20150404,10,30,62,0,0
260,20150404,11,50,67,0,0
260,20150404,12,50,81,0,0
260,20150404,13,50,79,0,0
260,20150404,14,60,87,0,0
260,20150404,15,60,77,0,0
260,20150404,16,60,70,0,0
260,20150404,17,50,71,0,0
260,20150404,18,50,61,0,0
260,20150404,19,40,53,0,0
260,20150404,20,30,56,0,0
260,20150404,21,30,49,0,0
260,20150404,22,20,49,0,0
260,20150404,23,20,37,0,0
260,20150404,24,20,18,0,0
260,20150405,1,20,10,0,0
260,20150405,2,10,-9,0,0
260,20150405,3,10,-11,0,0
260,20150405,4,10,-17,0,0
260,20150405,5,10,-21,0,0
260,20150405,6,20,-4,0,0
260,20150405,7,20,42,0,0
260,20150405,8,20,66,0,0
260,20150405,9,30,73,0,0
260,20150405,10,30,84,0,0
260,20150405,11,20,93,0,0
260,20150405,12,30,103,0,0
260,20150405,13,30,104,0,0
260,20150405,14,40,109,0,0
260,20150405,15,40,111,0,0
260,20150405,16,30,103,0,0
260,20150405,17,40,96,0,0
260,20150405,18,40,81,0,0
260,20150405,19,30,67,0,0
260,20150405,20,30,57,0,0
260,20150405,21,20,50,0,0
260,20150405,22,20,36,0,0
260,20150405,23,10,20,0,0
260,20150405,24,10,23,0,0
260,20150406,1,10,30,0,0
260,20150406,2,10,35,0,0
260,20150406,3,10,49,0,0
260,20150406,4,10,53,0,0
260,20150406,5,10,57,0,0
260,20150406,6,10,56,0,0
260,20150406,7,10,63,0,0
260,20150406,8,20,63,-1,1
260,20150406,9,10,67,-1,1
260,20150406,10,10,81,0,0
260,20150406,11,10,94,0,0
260,20150406,12,20,91,0,0
260,20150406,13,10,107,0,0
260,20150406,14,10,106,0,0
260,20150406,15,10,106,0,0
260,20150406,16,20,108,0,0
260,20150406,17,20,115,0,0
260,20150406,18,20,104,0,0
260,20150406,19,20,86,0,0
260,20150406,20,10,63,0,0
260,20150406,21,20,50,0,0
260,20150406,22,0,34,0,0
260,20150406,23,0,24,0,0
260,20150406,24,10,16,0,0
260,20150407,1,10,11,0,0
260,20150407,2,10,7,0,0
260,20150407,3,0,9,0,0
260,20150407,4,10,12,0,0
260,20150407,5,10,16,0,0
260,20150407,6,10,30,0,0
260,20150407,7,10,62,0,0
260,20150407,8,20,89,0,0
260,20150407,9,20,100,0,0
260,20150407,10,30,102,0,0
260,20150407,11,40,111,0,0
260,20150407,12,40,115,0,0
260,20150407,13,40,118,0,0
260,20150407,14,40,126,0,0
260,20150407,15,40,123,0,0
260,20150407,16,40,111,0,0
260,20150407,17,40,101,0,0
260,20150407,18,30,87,0,0
260,20150407,19,30,75,0,0
260,20150407,20,10,71,0,0
260,20150407,21,20,64,0,0
260,20150407,22,20,55,0,0
260,20150407,23,10,47,0,0
260,20150407,24,10,55,0,0
260,20150408,1,10,40,0,0
260,20150408,2,20,55,0,0
260,20150408,3,20,55,0,0
260,20150408,4,10,54,0,0
260,20150408,5,10,53,0,0
260,20150408,6,10,53,0,0
260,20150408,7,10,51,0,0
260,20150408,8,10,55,0,0
260,20150408,9,10,66,0,0
260,20150408,10,10,88,0,0
260,20150408,11,10,107,0,0
260,20150408,12,20,117,0,0
260,20150408,13,20,127,0,0
260,20150408,14,20,124,0,0
260,20150408,15,20,135,0,0
260,20150408,16,10,137,0,0
260,20150408,17,20,131,0,0
260,20150408,18,10,125,0,0
260,20150408,19,20,109,0,0
260,20150408,20,20,95,0,0
260,20150408,21,20,90,0,0
260,20150408,22,30,80,0,0
260,20150408,23,20,70,0,0
260,20150408,24,10,55,0,0
260,20150409,1,10,41,0,0
260,20150409,2,10,34,0,0
260,20150409,3,10,29,0,0
260,20150409,4,20,27,0,0
260,20150409,5,10,21,0,0
260,20150409,6,10,38,0,0
260,20150409,7,10,68,0,0
260,20150409,8,10,102,0,0
260,20150409,9,10,126,0,0
260,20150409,10,10,140,0,0
260,20150409,11,10,162,0,0
260,20150409,12,20,166,0,0
260,20150409,13,20,173,0,0
260,20150409,14,20,179,0,0
260,20150409,15,30,177,0,0
260,20150409,16,20,177,0,0
260,20150409,17,20,162,0,0
260,20150409,18,10,154,0,0
260,20150409,19,10,127,0,0
260,20150409,20,10,102,0,0
260,20150409,21,20,99,0,0
260,20150409,22,10,75,0,0
260,20150409,23,10,63,0,0
260,20150409,24,10,55,0,0
260,20150410,1,10,44,0,0
260,20150410,2,10,40,0,0
260,20150410,3,10,38,0,0
260,20150410,4,10,32,0,0
260,20150410,5,0,29,0,0
260,20150410,6,0,38,0,0
260,20150410,7,0,70,0,0
260,20150410,8,10,112,0,0
260,20150410,9,10,143,0,0
260,20150410,10,20,152,0,0
260,20150410,11,20,168,0,0
260,20150410,12,30,175,0,0
260,20150410,13,30,184,0,0
260,20150410,14,30,191,0,0
260,20150410,15,20,189,0,0
260,20150410,16,20,193,0,0
260,20150410,17,10,188,0,0
260,20150410,18,10,166,0,0
260,20150410,19,10,131,0,0
260,20150410,20,10,102,0,0
260,20150410,21,20,99,0,0
260,20150410,22,10,82,0,0
260,20150410,23,10,77,0,0
260,20150410,24,10,69,0,0
260,20150411,1,20,69,0,0
260,20150411,2,30,80,0,0
260,20150411,3,30,107,0,0
260,20150411,4,40,110,0,0
260,20150411,5,40,105,0,0
260,20150411,6,30,108,0,0
260,20150411,7,40,128,0,0
260,20150411,8,50,131,0,0
260,20150411,9,50,127,-1,1
260,20150411,10,60,115,1,1
260,20150411,11,60,116,1,1
260,20150411,12,70,124,0,0
260,20150411,13,70,132,0,0
260,20150411,14,70,110,3,1
260,20150411,15,60,78,36,1
260,20150411,16,60,90,-1,1
260,20150411,17,50,91,0,0
260,20150411,18,30,86,0,0
260,20150411,19,20,73,0,0
260,20150411,20,20,47,0,0
260,20150411,21,20,34,0,0
260,20150411,22,20,29,0,0
260,20150411,23,20,37,0,0
260,20150411,24,30,40,0,0
260,20150412,1,20,31,0,0
260,20150412,2,20,25,0,0
260,20150412,3,30,36,0,0
260,20150412,4,20,27,0,0
260,20150412,5,20,44,0,0
260,20150412,6,40,53,0,0
260,20150412,7,30,70,0,0
260,20150412,8,40,89,0,0
260,20150412,9,40,101,0,0
260,20150412,10,50,114,0,0
260,20150412,11,70,123,0,0
260,20150412,12,70,127,0,0
260,20150412,13,70,136,0,0
260,20150412,14,70,144,0,0
260,20150412,15,70,151,0,0
260,20150412,16,80,151,0,0
260,20150412,17,70,154,0,0
260,20150412,18,60,150,0,0
260,20150412,19,70,142,0,0
260,20150412,20,60,133,0,0
260,20150412,21,70,122,0,0
260,20150412,22,70,107,0,0
260,20150412,23,60,89,0,0
260,20150412,24,40,71,1,1
260,20150413,1,30,68,-1,1
260,20150413,2,30,67,0,0
260,20150413,3,30,60,0,0
260,20150413,4,20,51,0,0
260,20150413,5,20,54,0,0
260,20150413,6,20,64,0,0
260,20150413,7,30,78,0,0
260,20150413,8,30,88,0,0
260,20150413,9,30,96,0,0
260,20150413,10,30,104,0,0
260,20150413,11,40,110,0,0
260,20150413,12,40,118,0,0
260,20150413,13,40,120,0,0
260,20150413,14,40,120,0,0
260,20150413,15,40,125,0,0
260,20150413,16,30,121,0,0
260,20150413,17,20,115,0,0
260,20150413,18,20,101,0,0
260,20150413,19,20,85,0,0
260,20150413,20,10,63,0,0
260,20150413,21,0,53,0,0
260,20150413,22,10,49,0,0
260,20150413,23,10,42,0,0
260,20150413,24,20,54,0,0
260,20150414,1,10,49,0,0
260,20150414,2,20,34,0,0
260,20150414,3,20,46,0,0
260,20150414,4,20,44,0,0
260,20150414,5,20,47,0,0
260,20150414,6,10,71,0,0
260,20150414,7,30,99,0,0
260,20150414,8,40,132,0,0
260,20150414,9,50,146,0,0
260,20150414,10,50,161,0,0
260,20150414,11,50,174,0,0
260,20150414,12,60,180,0,0
260,20150414,13,60,194,0,0
260,20150414,14,70,196,0,0
260,20150414,15,60,178,0,0
260,20150414,16,60,171,0,0
260,20150414,17,40,164,0,0
260,20150414,18,30,150,0,0
260,20150414,19,20,132,0,0
260,20150414,20,20,115,0,0
260,20150414,21,20,114,0,0
260,20150414,22,20,103,0,0
260,20150414,23,20,96,0,0
260,20150414,24,20,67,0,0
260,20150415,1,20,63,0,0
260,20150415,2,10,62,0,0
260,20150415,3,10,56,0,0
260,20150415,4,20,58,0,0
260,20150415,5,20,74,0,0
260,20150415,6,20,107,0,0
260,20150415,7,30,135,0,0
260,20150415,8,40,153,0,0
260,20150415,9,40,173,0,0
260,20150415,10,40,185,0,0
260,20150415,11,50,204,0,0
260,20150415,12,60,213,0,0
260,20150415,13,50,225,0,0
260,20150415,14,60,223,0,0
260,20150415,15,50,226,0,0
260,20150415,16,40,212,0,0
260,20150415,17,40,185,0,0
260,20150415,18,40,148,0,0
260,20150415,19,40,121,0,0
260,20150415,20,40,108,0,0
260,20150415,21,30,101,0,0
260,20150415,22,30,94,0,0
260,20150415,23,20,90,0,0
260,20150415,24,10,84,0,0
260,20150416,1,10,73,0,0
260,20150416,2,10,72,0,0
260,20150416,3,10,74,0,0
260,20150416,4,10,70,0,0
260,20150416,5,20,74,0,0
260,20150416,6,20,84,0,0
260,20150416,7,30,93,0,0
260,20150416,8,40,101,0,0
260,20150416,9,40,111,0,0
260,20150416,10,40,120,0,0
260,20150416,11,50,119,0,0
260,20150416,12,50,119,0,0
260,20150416,13,60,127,0,0
260,20150416,14,50,133,0,0
260,20150416,15,50,123,0,0
260,20150416,16,50,126,0,0
260,20150416,17,50,125,0,0
260,20150416,18,50,109,0,0
260,20150416,19,40,100,0,0
260,20150416,20,40,93,0,0
260,20150416,21,40,86,0,0
260,20150416,22,40,85,0,0
260,20150416,23,40,82,0,0
260,20150416,24,40,77,0,0
260,20150417,1,40,77,0,0
260,20150417,2,30,72,0,0
260,20150417,3,20,72,0,0
260,20150417,4,30,69,0,0
260,20150417,5,30,66,0,0
260,20150417,6,20,68,0,0
260,20150417,7,40,82,0,0
260,20150417,8,50,85,0,0
260,20150417,9,50,87,0,0
260,20150417,10,60,92,0,0
260,20150417,11,50,107,0,0
260,20150417,12,50,114,0,0
260,20150417,13,50,120,0,0
260,20150417,14,50,116,0,0
260,20150417,15,60,113,0,0
260,20150417,16,50,108,0,0
260,20150417,17,60,102,0,0
260,20150417,18,50,90,0,0
260,20150417,19,40,82,0,0
260,20150417,20,30,76,0,0
260,20150417,21,30,69,0,0
260,20150417,22,30,65,0,0
260,20150417,23,30,58,0,0
260,20150417,24,20,54,0,0
260,20150418,1,30,55,0,0
260,20150418,2,30,49,0,0
260,20150418,3,20,45,0,0
260,20150418,4,20,46,0,0
260,20150418,5,30,41,0,0
260,20150418,6,40,54,0,0
260,20150418,7,40,77,0,0
260,20150418,8,30,104,0,0
260,20150418,9,40,112,0,0
260,20150418,10,50,121,0,0
260,20150418,11,60,129,0,0
260,20150418,12,60,137,0,0
260,20150418,13,60,138,0,0
260,20150418,14,50,140,0,0
260,20150418,15,40,142,0,0
260,20150418,16,60,130,0,0
260,20150418,17,50,123,0,0
260,20150418,18,50,106,0,0
260,20150418,19,50,90,0,0
260,20150418,20,40,78,0,0
260,20150418,21,30,71,0,0
260,20150418,22,20,63,0,0
260,20150418,23,20,56,0,0
260,20150418,24,20,47,0,0
260,20150419,1,10,23,0,0
260,20150419,2,0,9,0,0
260,20150419,3,0,4,0,0
260,20150419,4,0,-5,0,0
260,20150419,5,10,5,0,0
260,20150419,6,10,26,0,0
260,20150419,7,0,57,0,0
260,20150419,8,20,80,0,0
260,20150419,9,20,91,0,0
260,20150419,10,10,97,0,0
260,20150419,11,10,101,0,0
260,20150419,12,20,119,0,0
260,20150419,13,20,132,0,0
260,20150419,14,20,136,0,0
260,20150419,15,20,144,0,0
260,20150419,16,20,145,0,0
260,20150419,17,30,138,0,0
260,20150419,18,40,122,0,0
260,20150419,19,30,111,0,0
260,20150419,20,30,92,0,0
260,20150419,21,10,58,0,0
260,20150419,22,10,48,0,0
260,20150419,23,20,66,0,0
260,20150419,24,20,63,0,0
260,20150420,1,20,65,0,0
260,20150420,2,30,46,0,0
260,20150420,3,20,48,0,0
260,20150420,4,20,49,0,0
260,20150420,5,20,45,0,0
260,20150420,6,20,65,0,0
260,20150420,7,20,92,0,0
260,20150420,8,20,115,0,0
260,20150420,9,20,137,0,0
260,20150420,10,40,144,0,0
260,20150420,11,50,148,0,0
260,20150420,12,40,160,0,0
260,20150420,13,40,163,0,0
260,20150420,14,40,165,0,0
260,20150420,15,40,162,0,0
260,20150420,16,40,163,0,0
260,20150420,17,40,153,0,0
260,20150420,18,50,142,0,0
260,20150420,19,40,127,0,0
260,20150420,20,40,111,0,0
260,20150420,21,20,98,0,0
260,20150420,22,20,73,0,0
260,20150420,23,20,75,0,0
260,20150420,24,20,72,0,0
260,20150421,1,20,60,0,0
260,20150421,2,10,41,0,0
260,20150421,3,20,27,0,0
260,20150421,4,20,26,0,0
260,20150421,5,10,33,0,0
260,20150421,6,10,65,0,0
260,20150421,7,20,98,0,0
260,20150421,8,20,125,0,0
260,20150421,9,20,148,0,0
260,20150421,10,30,154,0,0
260,20150421,11,40,170,0,0
260,20150421,12,40,168,0,0
260,20150421,13,50,163,0,0
260,20150421,14,60,149,0,0
260,20150421,15,50,152,0,0
260,20150421,16,50,147,0,0
260,20150421,17,50,129,0,0
260,20150421,18,50,99,0,0
260,20150421,19,40,88,0,0
260,20150421,20,30,86,0,0
260,20150421,21,40,82,0,0
260,20150421,22,50,79,0,0
260,20150421,23,30,71,0,0
260,20150421,24,10,51,0,0
260,20150422,1,10,39,0,0
260,20150422,2,10,37,0,0
260,20150422,3,20,57,0,0
260,20150422,4,20,51,0,0
260,20150422,5,20,53,0,0
260,20150422,6,30,68,0,0
260,20150422,7,30,86,0,0
260,20150422,8,30,98,0,0
260,20150422,9,40,105,0,0
260,20150422,10,50,110,0,0
260,20150422,11,60,111,0,0
260,20150422,12,60,113,0,0
260,20150422,13,60,114,0,0
260,20150422,14,60,116,0,0
260,20150422,15,50,116,0,0
260,20150422,16,50,113,0,0
260,20150422,17,40,104,0,0
260,20150422,18,40,96,0,0
260,20150422,19,30,88,0,0
260,20150422,20,20,85,0,0
260,20150422,21,30,77,0,0
260,20150422,22,20,67,0,0
260,20150422,23,20,73,0,0
260,20150422,24,20,72,0,0
260,20150423,1,20,72,0,0
260,20150423,2,20,72,0,0
260,20150423,3,20,69,0,0
260,20150423,4,20,65,0,0
260,20150423,5,10,70,0,0
260,20150423,6,10,72,0,0
260,20150423,7,10,73,0,0
260,20150423,8,10,80,0,0
260,20150423,9,10,91,0,0
260,20150423,10,10,106,0,0
260,20150423,11,20,118,0,0
260,20150423,12,20,124,0,0
260,20150423,13,30,135,0,0
260,20150423,14,30,142,0,0
260,20150423,15,30,149,0,0
260,20150423,16,20,153,0,0
260,20150423,17,30,147,0,0
260,20150423,18,20,135,0,0
260,20150423,19,20,112,0,0
260,20150423,20,10,79,0,0
260,20150423,21,10,62,0,0
260,20150423,22,10,52,0,0
260,20150423,23,10,42,0,0
260,20150423,24,0,37,0,0
260,20150424,1,0,30,0,0
260,20150424,2,10,21,0,0
260,20150424,3,10,19,0,0
260,20150424,4,20,19,0,0
260,20150424,5,10,22,0,0
260,20150424,6,20,56,0,0
260,20150424,7,10,84,0,0
260,20150424,8,20,118,0,0
260,20150424,9,20,145,0,0
260,20150424,10,40,161,0,0
260,20150424,11,50,168,0,0
260,20150424,12,50,187,0,0
260,20150424,13,60,199,0,0
260,20150424,14,50,200,0,0
260,20150424,15,50,197,0,0
260,20150424,16,40,198,0,0
260,20150424,17,30,191,0,0
260,20150424,18,20,174,0,0
260,20150424,19,30,158,0,0
260,20150424,20,30,140,0,0
260,20150424,21,30,128,0,0
260,20150424,22,40,124,0,0
260,20150424,23,40,118,0,0
260,20150424,24,40,117,0,0
260,20150425,1,30,117,0,0
260,20150425,2,30,113,0,0
260,20150425,3,30,112,-1,1
260,20150425,4,30,111,-1,1
260,20150425,5,40,106,3,1
260,20150425,6,30,106,4,1
260,20150425,7,40,110,3,1
260,20150425,8,40,112,3,1
260,20150425,9,40,121,1,1
260,20150425,10,40,122,0,0
260,20150425,11,40,126,6,1
260,20150425,12,40,144,-1,1
260,20150425,13,40,132,7,1
260,20150425,14,40,142,-1,1
260,20150425,15,40,131,4,1
260,20150425,16,30,147,6,1
260,20150425,17,50,143,0,0
260,20150425,18,40,144,0,0
260,20150425,19,40,133,0,0
260,20150425,20,20,119,0,0
260,20150425,21,20,102,0,0
260,20150425,22,30,102,0,0
260,20150425,23,20,92,0,0
260,20150425,24,20,112,-1,1
260,20150426,1,30,116,-1,1
260,20150426,2,20,114,-1,1
260,20150426,3,20,111,4,1
260,20150426,4,20,108,-1,1
260,20150426,5,30,112,0,0
260,20150426,6,30,115,0,0
260,20150426,7,30,123,0,0
260,20150426,8,30,121,3,1
260,20150426,9,30,126,-1,1
260,20150426,10,30,123,0,0
260,20150426,11,30,118,-1,1
260,20150426,12,20,121,0,0
260,20150426,13,30,114,0,0
260,20150426,14,30,110,0,0
260,20150426,15,30,105,0,0
260,20150426,16,30,101,-1,1
260,20150426,17,30,100,-1,1
260,20150426,18,30,99,0,0
260,20150426,19,40,95,0,0
260,20150426,20,40,90,0,0
260,20150426,21,30,86,0,0
260,20150426,22,30,86,0,0
260,20150426,23,30,82,0,0
260,20150426,24,40,79,0,0
260,20150427,1,30,77,0,0
260,20150427,2,40,73,0,0
260,20150427,3,30,74,0,0
260,20150427,4,30,71,0,0
260,20150427,5,30,67,0,0
260,20150427,6,30,77,0,0
260,20150427,7,40,84,0,0
260,20150427,8,50,95,0,0
260,20150427,9,50,100,0,0
260,20150427,10,50,106,0,0
260,20150427,11,50,109,0,0
260,20150427,12,50,110,0,0
260,20150427,13,50,120,0,0
260,20150427,14,50,121,0,0
260,20150427,15,50,115,0,0
260,20150427,16,50,109,0,0
260,20150427,17,50,102,0,0
260,20150427,18,40,90,0,0
260,20150427,19,40,75,0,0
260,20150427,20,30,64,0,0
260,20150427,21,20,52,0,0
260,20150427,22,20,29,0,0
260,20150427,23,10,9,0,0
260,20150427,24,10,-3,0,0
260,20150428,1,10,-8,0,0
260,20150428,2,0,-10,0,0
260,20150428,3,10,-18,0,0
260,20150428,4,20,-19,0,0
260,20150428,5,20,3,0,0
260,20150428,6,20,31,-1,1
260,20150428,7,30,60,0,0
260,20150428,8,30,86,0,0
260,20150428,9,40,79,1,1
260,20150428,10,50,104,-1,1
260,20150428,11,60,117,0,0
260,20150428,12,70,107,0,0
260,20150428,13,60,110,0,0
260,20150428,14,60,107,0,0
260,20150428,15,60,100,0,0
260,20150428,16,60,103,0,0
260,20150428,17,50,104,0,0
260,20150428,18,40,95,0,0
260,20150428,19,30,85,0,0
260,20150428,20,20,58,0,0
260,20150428,21,20,54,0,0
260,20150428,22,20,29,0,0
260,20150428,23,20,28,0,0
260,20150428,24,20,40,0,0
260,20150429,1,20,27,0,0
260,20150429,2,20,21,0,0
260,20150429,3,20,21,0,0
260,20150429,4,20,23,0,0
260,20150429,5,20,29,0,0
260,20150429,6,30,45,0,0
260,20150429,7,30,77,0,0
260,20150429,8,40,89,0,0
260,20150429,9,50,110,0,0
260,20150429,10,50,128,0,0
260,20150429,11,60,132,0,0
260,20150429,12,70,128,0,0
260,20150429,13,60,145,0,0
260,20150429,14,70,142,0,0
260,20150429,15,60,135,0,0
260,20150429,16,60,128,-1,1
260,20150429,17,40,127,-1,1
260,20150429,18,50,111,-1,1
260,20150429,19,30,97,4,1
260,20150429,20,30,99,-1,1
260,20150429,21,30,84,4,1
260,20150429,22,30,84,8,1
260,20150429,23,30,83,0,0
260,20150429,24,20,76,0,0
260,20150430,1,20,78,0,0
260,20150430,2,30,72,0,0
260,20150430,3,30,76,0,0
260,20150430,4,40,80,0,0
260,20150430,5,40,79,0,0
260,20150430,6,40,84,0,0
260,20150430,7,40,93,0,0
260,20150430,8,40,94,0,0
260,20150430,9,50,112,0,0
260,20150430,10,50,116,0,0
260,20150430,11,60,121,0,0
260,20150430,12,70,108,0,0
260,20150430,13,60,125,0,0
260,20150430,14,50,132,0,0
260,20150430,15,50,137,0,0
260,20150430,16,60,133,0,0
260,20150430,17,50,120,0,0
260,20150430,18,50,115,0,0
260,20150430,19,40,100,0,0
260,20150430,20,30,89,0,0
260,20150430,21,20,82,0,0
260,20150430,22,20,76,0,0
260,20150430,23,20,69,0,0
260,20150430,24,20,58,0,0
260,20150501,1,20,55,0,0
260,20150501,2,20,61,0,0
260,20150501,3,20,64,0,0
260,20150501,4,10,45,0,0
260,20150501,5,10,49,0,0
260,20150501,6,10,80,0,0
260,20150501,7,30,82,0,0
260,20150501,8,30,92,0,0
260,20150501,9,30,107,0,0
260,20150501,10,30,109,0,0
260,20150501,11,30,110,0,0
260,20150501,12,30,111,0,0
260,20150501,13,30,123,0,0
260,20150501,14,40,127,0,0
260,20150501,15,50,110,0,0
260,20150501,16,40,113,0,0
260,20150501,17,40,114,0,0
260,20150501,18,40,103,0,0
260,20150501,19,30,92,0,0
260,20150501,20,30,81,0,0
260,20150501,21,20,77,0,0
260,20150501,22,20,73,0,0
260,20150501,23,10,62,0,0
260,20150501,24,10,59,0,0
260,20150502,1,10,49,0,0
260,20150502,2,10,28,0,0
260,20150502,3,0,14,0,0
260,20150502,4,0,8,0,0
260,20150502,5,10,11,0,0
260,20150502,6,10,56,0,0
260,20150502,7,10,90,0,0
260,20150502,8,10,103,0,0
260,20150502,9,10,106,0,0
260,20150502,10,10,123,0,0
260,20150502,11,20,130,0,0
260,20150502,12,20,136,0,0
260,20150502,13,20,153,0,0
260,20150502,14,20,146,0,0
260,20150502,15,20,148,0,0
260,20150502,16,10,146,0,0
260,20150502,17,10,145,0,0
260,20150502,18,10,140,0,0
260,20150502,19,10,118,0,0
260,20150502,20,30,103,0,0
260,20150502,21,30,93,0,0
260,20150502,22,30,100,0,0
260,20150502,23,40,97,0,0
260,20150502,24,40,96,0,0
260,20150503,1,50,86,0,0
260,20150503,2,40,81,0,0
260,20150503,3,30,73,0,0
260,20150503,4,30,74,0,0
260,20150503,5,40,85,0,0
260,20150503,6,40,97,0,0
260,20150503,7,30,119,0,0
260,20150503,8,40,134,0,0
260,20150503,9,50,147,0,0
260,20150503,10,50,150,0,0
260,20150503,11,50,156,-1,1
260,20150503,12,60,152,-1,1
260,20150503,13,50,148,2,1
260,20150503,14,40,149,4,1
260,20150503,15,50,153,3,1
260,20150503,16,50,158,2,1
260,20150503,17,50,160,5,1
260,20150503,18,50,164,-1,1
260,20150503,19,60,150,0,0
260,20150503,20,60,144,0,0
260,20150503,21,60,141,0,0
260,20150503,22,60,135,0,0
260,20150503,23,50,133,0,0
260,20150503,24,50,129,0,0
260,20150504,1,50,123,0,0
260,20150504,2,50,119,0,0
260,20150504,3,40,120,0,0
260,20150504,4,50,127,0,0
260,20150504,5,40,128,0,0
260,20150504,6,50,133,0,0
260,20150504,7,50,147,0,0
260,20150504,8,50,146,0,0
260,20150504,9,50,151,0,0
260,20150504,10,50,168,0,0
260,20150504,11,50,157,0,0
260,20150504,12,40,175,0,0
260,20150504,13,40,186,0,0
260,20150504,14,40,184,0,0
260,20150504,15,30,186,0,0
260,20150504,16,30,191,0,0
260,20150504,17,30,191,0,0
260,20150504,18,30,180,0,0
260,20150504,19,20,162,0,0
260,20150504,20,30,163,0,0
260,20150504,21,30,155,1,1
260,20150504,22,40,140,11,1
260,20150504,23,40,136,7,1
260,20150504,24,50,137,19,1
260,20150505,1,50,145,11,1
260,20150505,2,50,146,30,1
260,20150505,3,50,149,0,0
260,20150505,4,50,162,0,0
260,20150505,5,50,162,0,0
260,20150505,6,60,177,0,0
260,20150505,7,70,193,0,0
260,20150505,8,80,200,0,0
260,20150505,9,80,204,0,0
260,20150505,10,70,208,-1,1
260,20150505,11,80,212,0,0
260,20150505,12,80,149,49,1
260,20150505,13,80,149,2,1
260,20150505,14,110,157,-1,1
260,20150505,15,110,153,0,0
260,20150505,16,110,150,0,0
260,20150505,17,90,145,0,0
260,20150505,18,70,146,0,0
260,20150505,19,50,136,0,0
260,20150505,20,30,118,0,0
260,20150505,21,20,103,0,0
260,20150505,22,20,94,0,0
260,20150505,23,30,126,0,0
260,20150505,24,30,117,0,0
260,20150506,1,30,110,0,0
260,20150506,2,30,108,0,0
260,20150506,3,30,96,0,0
260,20150506,4,30,89,0,0
260,20150506,5,30,96,0,0
260,20150506,6,50,111,0,0
260,20150506,7,60,123,0,0
260,20150506,8,60,124,0,0
260,20150506,9,60,127,0,0
260,20150506,10,70,140,0,0
260,20150506,11,80,147,2,1
260,20150506,12,80,116,0,0
260,20150506,13,60,122,46,1
260,20150506,14,70,143,-1,1
260,20150506,15,80,135,2,1
260,20150506,16,60,141,-1,1
260,20150506,17,70,143,0,0
260,20150506,18,80,139,0,0
260,20150506,19,80,131,0,0
260,20150506,20,70,123,0,0
260,20150506,21,80,117,0,0
260,20150506,22,80,116,0,0
260,20150506,23,80,112,0,0
260,20150506,24,80,110,0,0
260,20150507,1,70,110,0,0
260,20150507,2,70,103,1,1
260,20150507,3,50,104,1,1
260,20150507,4,40,106,-1,1
260,20150507,5,40,108,-1,1
260,20150507,6,50,100,7,1
260,20150507,7,40,116,1,1
260,20150507,8,50,125,0,0
260,20150507,9,50,129,0,0
260,20150507,10,50,134,0,0
260,20150507,11,50,141,0,0
260,20150507,12,50,142,0,0
260,20150507,13,40,146,0,0
260,20150507,14,40,161,0,0
260,20150507,15,30,141,1,1
260,20150507,16,30,142,-1,1
260,20150507,17,30,136,-1,1
260,20150507,18,30,139,-1,1
260,20150507,19,10,123,0,0
260,20150507,20,10,95,0,0
260,20150507,21,10,85,0,0
260,20150507,22,10,79,0,0
260,20150507,23,10,77,0,0
260,20150507,24,10,84,0,0
260,20150508,1,10,83,0,0
260,20150508,2,20,85,0,0
260,20150508,3,10,84,0,0
260,20150508,4,10,83,0,0
260,20150508,5,10,85,0,0
260,20150508,6,10,99,0,0
260,20150508,7,20,116,0,0
260,20150508,8,20,135,0,0
260,20150508,9,20,154,0,0
260,20150508,10,20,160,0,0
260,20150508,11,20,171,0,0
260,20150508,12,20,185,0,0
260,20150508,13,20,191,0,0
260,20150508,14,20,184,0,0
260,20150508,15,10,183,0,0
260,20150508,16,10,192,0,0
260,20150508,17,20,175,0,0
260,20150508,18,20,172,0,0
260,20150508,19,10,161,0,0
260,20150508,20,10,143,0,0
260,20150508,21,20,149,0,0
260,20150508,22,30,144,1,1
260,20150508,23,30,143,-1,1
260,20150508,24,30,141,-1,1
260,20150509,1,30,135,14,1
260,20150509,2,30,136,12,1
260,20150509,3,40,135,8,1
260,20150509,4,60,132,0,0
260,20150509,5,60,133,0,0
260,20150509,6,60,136,0,0
260,20150509,7,70,133,0,0
260,20150509,8,70,136,0,0
260,20150509,9,80,135,0,0
260,20150509,10,80,145,0,0
260,20150509,11,80,143,0,0
260,20150509,12,60,146,0,0
260,20150509,13,80,158,0,0
260,20150509,14,80,153,0,0
260,20150509,15,80,144,-1,1
260,20150509,16,70,139,-1,1
260,20150509,17,60,129,5,1
260,20150509,18,60,137,-1,1
260,20150509,19,50,134,0,0
260,20150509,20,40,131,0,0
260,20150509,21,50,117,0,0
260,20150509,22,40,106,0,0
260,20150509,23,30,97,0,0
260,20150509,24,20,91,0,0
260,20150510,1,20,87,0,0
260,20150510,2,20,77,0,0
260,20150510,3,10,53,0,0
260,20150510,4,10,50,0,0
260,20150510,5,10,58,0,0
260,20150510,6,10,94,0,0
260,20150510,7,10,111,0,0
260,20150510,8,10,134,0,0
